country_code_iso2,region,locode,port_name,latitude,longitude,facade,fao_areas,is_active
HR,,HRKRJ,Kraj,,,,{},False
CA,,CAZSP,Saint-Paul,,,,{},False
GB,,GBSHF,Shefford,,,,{},False
JP,,JPWNI,Waniura,,,,{},False
JP,,JPUSG,Ushigakubijima,,,,{},False
US,,USDAB,Daytona Beach,,,,{},False
US,,USRDM,Redmond-Bend Apt,,,,{},False
PG,,PGBOR,Boroko,,,,{},False
CA,,CAYGC,Grande Cache,,,,{},False
GB,,GBBPM,Burpham,,,,{},False
US,,USEHT,East Hartford,,,,{},False
GB,,GBHNR,Heanor,,,,{},False
CA,,CAYHR,Chevery,,,,{},False
NL,,NLVRH,Vroomshoop,,,,{},False
JP,,JPNMA,"Nagahama, Kagoshima",,,,{},False
DE,,DEBEK,Bernkastel-Kues,,,,{},False
US,,USFCA,Kalispell,,,,{},False
NP,,NPSKH,Surkhet,,,,{},False
JP,,JPKNT,Kinomoto,,,,{},False
DE,,DEBHE,Bad Hersfeld,,,,{},False
DE,,DEWGL,Waghäusel,,,,{},False
ZM,,ZMQKE,Kabwe,,,,{},False
DE,,DEOFG,Offenburg,,,,{},False
PG,,PGBMZ,Bamu,,,,{},False
US,,USANI,Aniak,,,,{},False
NE,,NEBKN,Birni Nkoni,,,,{},False
US,,USKSR,Sandy River,,,,{},False
IN,,INMGR,Mangrol,,,,{},False
US,,USHLC,Hill City,,,,{},False
GB,,GBDLX,Dalry,,,,{},False
BR,,BRMVS,Mucuri,,,,{},False
JP,,JPNJM,Nakajima,,,,{},False
MZ,,MZLBM,Luabo,,,,{},False
NO,,NOSND,Sund,,,,{},False
GB,,GBLGE,Lightwater,,,,{},False
DE,,DETIT,Tittmoning,,,,{},False
DE,,DESAP,Satrup,,,,{},False
CN,,CNPGM,Pingmeng,,,,{},False
AR,,ARAFA,San Rafael,,,,{},False
RU,,RURYB,Rybinsk,,,,{},False
AU,,AUHAP,Long Island,,,,{},False
US,,USMCK,Mccook,,,,{},False
US,,USKKF,Kagvik Creek,,,,{},False
JP,,JPKER,Kakeroma,,,,{},False
GB,,GBRGT,Reigate,,,,{},False
GB,,GBNGO,Newington,,,,{},False
GB,,GBBAM,Bingham,,,,{},False
VU,,VUSWJ,South West Bay,,,,{},False
JP,,JPOJI,Ojika,,,,{},False
GB,,GBAGN,Abingdon,,,,{},False
GB,,GBYLL,Yelland,,,,{},False
ID,,IDTLI,Tolitoli,,,,{},False
US,,USLSB,Lordsburg,,,,{},False
GB,,GBTDT,Thames Ditton,,,,{},False
PG,,PGLNQ,Loani,,,,{},False
AU,,AUMEB,Essendon Apt/Melbourne,,,,{},False
US,,USRHI,Rhinelander,,,,{},False
LK,,LKADP,Anuradhapura,,,,{},False
AU,,AUHVB,Hervey Bay,,,,{},False
NL,,NLBKE,Berkel,,,,{},False
US,,USBKC,Buckland,,,,{},False
GB,,GBMUL,Mull Apt,,,,{},False
NL,,NLLID,Leiden,,,,{},False
US,,USLKP,Lake Placid,,,,{},False
JP,,JPKNH,Kunehama,,,,{},False
ZA,,ZAULX,Ulusaba,,,,{},False
US,,USGEY,Greybull,,,,{},False
AU,,AULUC,Lucinda,,,,{},False
JP,,JPMUX,"Murotsu, Kochi",,,,{},False
VU,,VURCL,Redcliffe,,,,{},False
CA,,CAYKE,Knee Lake,,,,{},False
US,,USLPO,Laporte,,,,{},False
MN,,MNUUN,Baruun-Urt,,,,{},False
ML,,MLMZI,Mopti,,,,{},False
SB,,SBKWR,Kwai Harbour,,,,{},False
US,,USSVW,Sparrevohn,,,,{},False
US,,USMPZ,Mount Pleasant,,,,{},False
KZ,,KZKOR,Kordai,,,,{},False
IE,,IEMAY,Maynooth,,,,{},False
US,,USBJI,Bemidji,,,,{},False
AU,,AUTIS,Thursday Island,,,,{},False
CN,,CNWUS,Wuyishan Apt,,,,{},False
IE,,IETAR,Tarbert,,,,{},False
NO,,NOBRG,Borg,,,,{},False
GB,,GBKGC,King'S Cliffe,,,,{},False
JP,,JPTKJ,Tokujin,,,,{},False
US,,USEWK,Newton,,,,{},False
IS,,ISKEV,Keflavikurkaupstadur,,,,{},False
CD,,CDGOM,Goma,,,,{},False
US,,USBSZ,Bartletts,,,,{},False
AU,,AUKUG,Kubin Island,,,,{},False
CN,,CNNZG,Nianzigou,,,,{},False
US,,USRWB,Rowan Bay,,,,{},False
JP,,JPTMN,Tamanoura,,,,{},False
JP,,JPUSN,Usuno,,,,{},False
GB,,GBWAT,Watchet,,,,{},False
GB,,GBTUX,Tuxford,,,,{},False
DE,,DEWHH,Weiherhammer,,,,{},False
HR,,HRGRD,Gradac,,,,{},False
DE,,DEKEV,Kevelaer,,,,{},False
GB,,GBKRE,Kentmere,,,,{},False
US,,USBNA,Nashville,,,,{},False
GB,,GBBTR,Burton Upon Trent,,,,{},False
US,,USHCW,Cheraw,,,,{},False
US,,USOTH,North Bend,,,,{},False
NL,,NLGRN,Groenlo,,,,{},False
DE,,DEKAE,Karlsruhe,,,,{},False
GB,,GBGBT,Great Barton,,,,{},False
NC,,NCTON,Tontouta Apt,,,,{},False
JP,,JPHAI,Haiki,,,,{},False
CZ,,CZHLN,Hlinsko,,,,{},False
CM,,CMKBI,Kribi,,,,{},False
HR,,HRVOZ,Voz,,,,{},False
SK,,SKCNT,Cierna Nad Tisou,,,,{},False
CA,,CAPRE,Prescott,,,,{},False
KH,,KHMWV,Mundulkiri,,,,{},False
US,,USUMM,Summit,,,,{},False
FI,,FIPYH,Pyhäranta,,,,{},False
SK,,SKSKE,Skalité,,,,{},False
RU,,RUUCT,Ukhta,,,,{},False
SK,,SKLMS,Lysa Pod Makytou-Strelna,,,,{},False
JP,,JPMTK,Mitsukue,,,,{},False
US,,USDTW,Wayne County Apt/Detroit,,,,{},False
SZ,,SZQMN,Mbabane,,,,{},False
CN,,CNSUQ,Suqian,,,,{},False
US,,USOVE,Oroville,,,,{},False
JP,,JPHSS,Hase,,,,{},False
MY,,MYBLG,"Belaga, Sarawak",,,,{},False
RO,,ROARW,Arad,,,,{},False
GB,,GBEMA,East Midlands Apt,,,,{},False
IN,,INBOL,Bolanganj,,,,{},False
JP,,JPGAM,Gamagori,,,,{},False
JP,,JPOGI,"Ogi, Niigata",,,,{},False
NL,,NLBSK,Boskoop,,,,{},False
AU,,AUAYQ,Ayers Rock,,,,{},False
IN,,INGHA,Ghogha,,,,{},False
MX,,MXCTM,Chetumal,,,,{},False
JP,,JPOKI,Oki,,,,{},False
US,,USLRU,Las Cruces,,,,{},False
CN,,CNMLI,Meilin,,,,{},False
BR,,BRBSS,Balsas,,,,{},False
GB,,GBBUW,Burntwood,,,,{},False
GB,,GBHRA,Horam,,,,{},False
CA,,CAYSY,Sachs Harbour,,,,{},False
PG,,PGKPE,Yapsiei,,,,{},False
US,,USKBC,Birch Creek,,,,{},False
CN,,CNCAN,Guangzhou Baiyun International Apt,,,,{},False
NO,,NOHME,Hemne,,,,{},False
US,,USMKK,Hoolehua,,,,{},False
NL,,NLROR,Rodenrijs,,,,{},False
GB,,GBLGW,Gatwick Apt/London,,,,{},False
DE,,DEMIC,Michelau In Oberfranken,,,,{},False
CA,,CALMN,Leamington,,,,{},False
LB,,LBKYE,Tripoli,,,,{},False
JP,,JPHKU,Hakoura,,,,{},False
DE,,DEHAL,Halle,,,,{},False
CA,,CAYQR,Regina Apt,,,,{},False
ZA,,ZAUTT,Umtata,,,,{},False
YE,,YEMKX,Mukalla,,,,{},False
PH,,PHBNQ,Baganga/Mati,,,,{},False
JP,,JPAII,Aio,,,,{},False
PG,,PGEMI,Emirau,,,,{},False
TH,,THPMM,Phanom Sarakham,,,,{},False
JP,,JPMSI,Mieshikimi,,,,{},False
GB,,GBHRS,Horsmonden,,,,{},False
BG,,BGPVN,Pleven,,,,{},False
MD,,MDUNG,Ungeny,,,,{},False
AU,,AUINM,Innamincka,,,,{},False
GB,,GBESB,East Bridgford,,,,{},False
IN,,INSHP,Simbhour Port,,,,{},False
US,,USOKM,Okmulgee,,,,{},False
AU,,AUAVG,Auvergne,,,,{},False
SE,,SEVER,Verkebäck,,,,{},False
CA,,CAYFR,Fort Resolution,,,,{},False
GB,,GBSAN,Sandbach,,,,{},False
CA,,CAKES,Kelsey,,,,{},False
ZA,,ZAOSH,Oshoek,,,,{},False
IE,,IECAL,Castleconnell,,,,{},False
DE,,DEBWG,Bestwig,,,,{},False
JP,,JPIKI,Iki,,,,{},False
BD,,BDCLA,Cumilla,,,,{},False
GB,,GBURL,Lurgan,,,,{},False
US,,USFRM,Fairmont,,,,{},False
AR,,ARFMA,Formosa,,,,{},False
PR,,PRVQS,Vieques,,,,{},False
NO,,NOLND,Lyngdal,,,,{},False
GB,,GBBAO,Bascote,,,,{},False
NO,,NOFRT,Frosta,,,,{},False
US,,USHES,Hermiston,,,,{},False
JP,,JPKUW,Kuwanoura,,,,{},False
US,,USEFW,Jefferson,,,,{},False
US,,USATW,Appleton,,,,{},False
IN,,INKLY,Kalyan,,,,{},False
AU,,AUPEX,Exmouth,,,,{},False
NO,,NOVGN,Vågan,,,,{},False
NL,,NLOVN,Oostvoorne,,,,{},False
DE,,DEBID,Bitterfeld-Wolfen,,,,{},False
GB,,GBMRN,Marston,,,,{},False
BR,,BRAPU,Apucarana,,,,{},False
GB,,GBBFH,Bramfield,,,,{},False
JP,,JPTOD,Todohokke,,,,{},False
GB,,GBLPH,Liphook,,,,{},False
GB,,GBFDM,Fordham,,,,{},False
CO,,COCLO,Cali,,,,{},False
NO,,NOBKD,Brakstad,,,,{},False
JP,,JPAKJ,Asahikawa,,,,{},False
CN,,CNORD,Ordos,,,,{},False
GB,,GBSLK,Shiplake,,,,{},False
US,,USCSV,Crossville,,,,{},False
GB,,GBSSS,Sharpness,,,,{},False
IN,,INLPR,Leapuram,,,,{},False
DE,,DEKRH,Krauchenwies,,,,{},False
JP,,JPYMA,Yasurahama,,,,{},False
CA,,CAPCR,Port Credit,,,,{},False
JP,,JPNEJ,Nejime,,,,{},False
US,,USLAA,Lamar,,,,{},False
NL,,NLPUM,Purmerend,,,,{},False
MX,,MXIZT,Ixtepec,,,,{},False
JP,,JPSWA,Shimokawaguchi,,,,{},False
CZ,,CZLVC,Lovosice,,,,{},False
JP,,JPANM,Anamizu,,,,{},False
JP,,JPHAA,Hami,,,,{},False
GB,,GBHDN,Haslingden,,,,{},False
DE,,DEBWI,Bad Wildungen,,,,{},False
US,,USSUC,Sundance,,,,{},False
GB,,GBELT,Ellington,,,,{},False
US,,USAPF,Naples,,,,{},False
NP,,NPDAP,Darchula,,,,{},False
SE,,SEMAG,Märrgård,,,,{},False
AO,,AOMEG,Malange,,,,{},False
US,,USPMH,Portsmouth,,,,{},False
SE,,SENJA,Norrbottens Järnverk-Ssab,,,,{},False
SE,,SEMOT,Motala,,,,{},False
JP,,JPMER,Maeura,,,,{},False
GB,,GBHLC,Holmes Chapel,,,,{},False
EC,,ECEBL,Balao,,,,{},False
TJ,,TJDYU,Dushanbe,,,,{},False
PG,,PGBEA,Bereina,,,,{},False
IT,,ITCDF,Cortina D'Ampezzo,,,,{},False
JP,,JPNGD,Nagouda,,,,{},False
MM,,MMXYE,Ye,,,,{},False
CN,,CNJMS,Jiamusi Pt,,,,{},False
CN,,CNINC,Yinchuan Hedong International Apt,,,,{},False
US,,USCHP,Circle Hot Springs,,,,{},False
US,,USCWS,Center Island,,,,{},False
DE,,DESTN,Starnberg,,,,{},False
GQ,,GQSSG,Malabo,,,,{},False
CN,,CNMOT,Miaotou,,,,{},False
HN,,HNTEA,Tela,,,,{},False
AU,,AUORR,Yorketown,,,,{},False
JP,,JPAKB,Akohbaru,,,,{},False
DE,,DEKEM,Kelheim,,,,{},False
RU,,RUKSZ,Kotlas,,,,{},False
GB,,GBBOI,Bollington,,,,{},False
US,,USJTO,Thousand Oaks,,,,{},False
GB,,GBSSG,Sissinghurst,,,,{},False
NO,,NOKRY,Kraakerøy,,,,{},False
GB,,GBDST,Duston,,,,{},False
NP,,NPRUM,Rumjatar,,,,{},False
MZ,,MZAME,Alto Molocue,,,,{},False
GB,,GBELV,Elvington,,,,{},False
HN,,HNHNN,Henecan,,,,{},False
NO,,NOHMY,Hamarøy,,,,{},False
CA,,CAYAV,Miners Bay,,,,{},False
GB,,GBAVR,Andover,,,,{},False
GB,,GBMLH,Melksham,,,,{},False
IE,,IEDER,Derryveagh,,,,{},False
PK,,PKKBW,Kabirwala,,,,{},False
JP,,JPHJT,"Hirota, Kagoshima",,,,{},False
AU,,AUCHB,Catherine Hill Bay,,,,{},False
IS,,ISNES,Neskaupstadur,,,,{},False
RU,,RUPKV,Pskov,,,,{},False
AU,,AUNLF,Darnley Island,,,,{},False
AF,,AFIMZ,Nimroz,,,,{},False
CZ,,CZLBR,Liberec,,,,{},False
AU,,AUKYB,Yangoonabie,,,,{},False
NL,,NLBRR,Barendrecht,,,,{},False
US,,USMLS,Miles City,,,,{},False
CN,,CNTYN,Taiyuan Wusu International Apt,,,,{},False
GB,,GBMDS,Micheldever,,,,{},False
PG,,PGGRL,Garasa,,,,{},False
NL,,NLEPN,Epen,,,,{},False
US,,USDRF,Drift River,,,,{},False
CA,,CAYMB,Merritt,,,,{},False
US,,USCUH,Cushing,,,,{},False
NL,,NLZND,Zenderen,,,,{},False
JP,,JPKTJ,Kotakarajima,,,,{},False
US,,USVLD,Valdosta,,,,{},False
PG,,PGKAQ,Kamulai,,,,{},False
SL,,SLFNA,Freetown,,,,{},False
NL,,NLHCH,Haastrecht,,,,{},False
RU,,RULNX,Smolensk,,,,{},False
GB,,GBOMK,Ormskirk,,,,{},False
GA,,GAMGO,Manega,,,,{},False
CN,,CNNHS,Sanshan Pt,,,,{},False
GB,,GBWYM,Wylam,,,,{},False
US,,USEMP,Emporia,,,,{},False
DE,,DEENB,Eilenburg,,,,{},False
NO,,NOFKS,Flakstad,,,,{},False
GB,,GBWGH,Wingham,,,,{},False
US,,USPDB,Pedro Bay,,,,{},False
PE,,PESQU,Saposoa,,,,{},False
NL,,NLHTN,Hontenisse,,,,{},False
US,,USVRB,Vero Beach,,,,{},False
VU,,VUPBJ,Paama,,,,{},False
IN,,INKRP,Kiranpani,,,,{},False
CA,,CANIA,Niagara Falls,,,,{},False
BN,,BNKUB,Kuala Belait,,,,{},False
DE,,DEVAI,Vaihingen An Der Enz,,,,{},False
LR,,LRSAZ,Sasstown,,,,{},False
GB,,GBPRG,Partridge Green,,,,{},False
DE,,DEHLS,Holtsee,,,,{},False
NL,,NLBRK,Brakel,,,,{},False
DE,,DEIHN,Immenhausen,,,,{},False
BR,,BRREC,Recife,,,,{},False
ST,,STPGP,Porto Alegre,,,,{},False
US,,USINS,Indian Springs,,,,{},False
BR,,BRALT,Alenquer,,,,{},False
CN,,CNJTG,Jingtang Pt,,,,{},False
GB,,GBYEO,Yeovil,,,,{},False
DE,,DEWDL,Wolfach,,,,{},False
MM,,MMHEB,Henzada,,,,{},False
US,,USPGR,Paragould,,,,{},False
DE,,DEUEB,Überlingen,,,,{},False
JP,,JPDSR,Dohshiro,,,,{},False
GE,,GEBUS,Batumi,,,,{},False
GB,,GBPST,Parkeston Quay,,,,{},False
PK,,PKJLP,Jalalpur,,,,{},False
JP,,JPSGX,Sonogi,,,,{},False
US,,USUVA,Uvalde,,,,{},False
GB,,GBLLH,Little Hadham,,,,{},False
MY,,MYSXT,Taman Negara,,,,{},False
HR,,HRSBA,Stara Baška,,,,{},False
AU,,AUKGI,Kalgoorlie,,,,{},False
CA,,CAPRR,Prince Rupert,,,,{},False
PA,,PAACU,Achutupo,,,,{},False
US,,USAHC,Herlong,,,,{},False
US,,USFMC,Five Mile,,,,{},False
NL,,NLHEE,Heel,,,,{},False
SE,,SEOFN,Ostnäsfjärden,,,,{},False
AU,,AUARY,Ararat,,,,{},False
RU,,RUTBW,Tambov,,,,{},False
CA,,CAYNE,Norway House,,,,{},False
BR,,BRPNZ,Petrolina,,,,{},False
US,,USEKI,Elkhart,,,,{},False
IS,,ISKJF,Skerjafjördur,,,,{},False
MA,,MAFEZ,Fez,,,,{},False
MH,,MHUTK,Utirik Island,,,,{},False
AU,,AUWOG,Woodgreen,,,,{},False
NL,,NLSML,Smallingerland,,,,{},False
CD,,CDKND,Kindu,,,,{},False
PA,,PASAX,Sambu,,,,{},False
GB,,GBSWB,Swanscombe,,,,{},False
PG,,PGHNI,Heiweni,,,,{},False
US,,USSJN,Saint Johns,,,,{},False
CN,,CNYIH,Yichang Sanxia Apt,,,,{},False
HN,,HNCAA,Catacamas,,,,{},False
GB,,GBBEM,Burslem,,,,{},False
US,,USAUG,Augusta,,,,{},False
US,,USDCU,Decatur,,,,{},False
US,,USLUL,Laurel,,,,{},False
EG,,EGABS,Abu Simbel,,,,{},False
ZA,,ZADUK,Dukuduk,,,,{},False
AF,,AFKDH,Kandahar,,,,{},False
JP,,JPHKM,Honkushima,,,,{},False
JP,,JPFNZ,Funazu,,,,{},False
US,,USATM,Artesia,,,,{},False
CA,,CABTH,Bath,,,,{},False
IN,,INRKG,Rajakkamangalam,,,,{},False
GB,,GBMRD,Marden,,,,{},False
ZM,,ZMNLA,Ndola,,,,{},False
CA,,CAYMG,Manitouwadge,,,,{},False
US,,USCTW,Cottonwood,,,,{},False
DE,,DEGEE,Geseke,,,,{},False
ZA,,ZAUTW,Queenstown,,,,{},False
KE,,KEMRE,Mara Lodges,,,,{},False
ID,,IDMPC,Muko-Muko,,,,{},False
GB,,GBPCL,Pickhill,,,,{},False
JP,,JPKSC,"Kashima, Saga",,,,{},False
IN,,INHWR,Honawar,,,,{},False
ID,,IDOBD,Obano,,,,{},False
AU,,AUEDR,Edward River,,,,{},False
TW,,TWKYD,Orchid Island,,,,{},False
NL,,NLGST,Gasteren,,,,{},False
GB,,GBLYX,Lydd,,,,{},False
MZ,,MZVPY,Chimoio,,,,{},False
BR,,BRATM,Altamira,,,,{},False
PE,,PELOB,Lobitos,,,,{},False
NL,,NLHAL,Halsteren,,,,{},False
CA,,CACLB,Colborne,,,,{},False
US,,USPOF,Poplar Bluff,,,,{},False
IN,,INKEL,Kel Sahar Subdivision,,,,{},False
MY,,MYJHB,Johor Bahru,,,,{},False
GB,,GBNWT,Newtown,,,,{},False
GB,,GBSNT,Saint Neots,,,,{},False
DE,,DEKOB,Koblenz Am Rhein,,,,{},False
JP,,JPRMI,Rumoi,,,,{},False
GB,,GBCZT,Chard,,,,{},False
JP,,JPSRS,Shirose,,,,{},False
US,,USPWR,Port Walter,,,,{},False
MN,,MNHVD,Khovd,,,,{},False
JP,,JPCKM,Chikumi,,,,{},False
SY,,SYQSW,Sweida,,,,{},False
GB,,GBASH,Ashbourne,,,,{},False
AU,,AUKBJ,Kings Canyon,,,,{},False
PG,,PGIAU,Iaura,,,,{},False
AU,,AUKDS,Kamaran Downs,,,,{},False
CN,,CNWUX,Sunan Shuofang International Apt,,,,{},False
SI,,SIMBX,Maribor,,,,{},False
CA,,CAFSI,Fort Simpson,,,,{},False
SK,,SKMYJ,Myjava,,,,{},False
DE,,DEBOE,Böblingen,,,,{},False
AU,,AUARD,Ardrossan,,,,{},False
SE,,SEEKT,Eskilstuna,,,,{},False
BS,,BSASD,"Andros Town, Andros Island",,,,{},False
ID,,IDZKL,Steenkool,,,,{},False
GB,,GBAME,Amersham,,,,{},False
US,,USGWO,Greenwood,,,,{},False
GB,,GBWBG,Woodbridge,,,,{},False
DE,,DEBTN,Bretten,,,,{},False
JP,,JPMNN,Minna/Tarama,,,,{},False
CN,,CNCDZ,Chengdu Railway Station,,,,{},False
JP,,JPIRK,Irago,,,,{},False
US,,USSOV,Seldovia,,,,{},False
DE,,DEWON,Wolfstein/Pfalz,,,,{},False
MK,,MKSTG,Struga,,,,{},False
JM,,JMNEG,Negril,,,,{},False
PG,,PGRAB,Rabaul,,,,{},False
US,,USMTW,Manitowoc,,,,{},False
CA,,CAYVR,Vancouver Apt,,,,{},False
JP,,JPSYM,Sonoyama,,,,{},False
CD,,CDIKL,Ikela,,,,{},False
US,,USFAF,Fort Eustis,,,,{},False
CA,,CABCO,Baie Comeau,,,,{},False
JP,,JPYNI,Yani,,,,{},False
AU,,AUCBR,Canberra,,,,{},False
PG,,PGDOI,Doini,,,,{},False
NL,,NLTEG,Tegelen,,,,{},False
US,,USTNP,Twentynine Palms,,,,{},False
JP,,JPSNZ,Shinzaike,,,,{},False
BS,,BSPID,Paradise Island,,,,{},False
BR,,BRCCQ,Cachoeira,,,,{},False
IN,,INDMU,Dimapur,,,,{},False
SE,,SEGUN,Gunnebo,,,,{},False
PK,,PKBKR,Bhakkar,,,,{},False
US,,USMDH,Carbondale,,,,{},False
ET,,ETDEM,Dembidollo,,,,{},False
SA,,SAWAE,Wadi Ad Dawasir,,,,{},False
JP,,JPWTU,"Wakamatsu, Nagasaki",,,,{},False
LT,,LT999,Lithuania - Unknown,,,,{},False
US,,USAXX,Angel Fire,,,,{},False
YE,,YEDAH,Dathina,,,,{},False
AU,,AUTHE,Thevenard,,,,{},False
US,,USADT,Ada,,,,{},False
SA,,SAHAS,Hail,,,,{},False
DO,,DOBRX,Barahona,,,,{},False
JP,,JPKTO,Kottoi,,,,{},False
US,,USFOK,Westhampton,,,,{},False
JP,,JPTSS,Tasumi,,,,{},False
US,,USPHL,Philadelphia,,,,{},False
US,,USDMO,Sedalia,,,,{},False
NL,,NLDIM,Diemen,,,,{},False
CH,,CHLUG,Lugano,,,,{},False
JP,,JPFMD,Futamado,,,,{},False
CG,,CGOUE,Ouesso,,,,{},False
MZ,,MZCMZ,Caia,,,,{},False
CA,,CAYLC,Kimmirut/Lake Harbour,,,,{},False
CA,,CABLC,Bella Coola,,,,{},False
NL,,NLSTI,Stein,,,,{},False
US,,USNRC,Crows Landing,,,,{},False
DE,,DEANK,Anklam,,,,{},False
OM,,OMOMM,Marmul,,,,{},False
PK,,PKTUK,Turbat,,,,{},False
US,,USEDG,Edgewood,,,,{},False
PG,,PGSDI,Saidor,,,,{},False
DE,,DESHE,Seeheim-Jugenheim,,,,{},False
GB,,GBSDN,Shildon,,,,{},False
US,,USHII,Lake Havasu City,,,,{},False
JP,,JPARO,Arao,,,,{},False
AU,,AUMCV,Mcarthur River,,,,{},False
PK,,PKDSK,Dera Ismail Khan,,,,{},False
CA,,CASDY,Sidney,,,,{},False
US,,USOBU,Kobuk,,,,{},False
CN,,CNBJZ,Beijing Railway Station,,,,{},False
PG,,PGBXZ,Bunsil,,,,{},False
US,,USMBS,Midland-Bay City-Saginaw Apt,,,,{},False
MZ,,MZUEL,Quelimane,,,,{},False
US,,USOSX,Kosciusko,,,,{},False
BR,,BRPNB,Ponto Belo,,,,{},False
GB,,GBSTS,Staines,,,,{},False
CO,,COFLA,Florencia,,,,{},False
JP,,JPUSI,Ushine,,,,{},False
WS,,WSAAU,Asau,,,,{},False
JP,,JPSZU,Shizuura,,,,{},False
AU,,AUSRM,Sandringham,,,,{},False
IN,,INONJ,Onjal,,,,{},False
CA,,CAZGR,Little Grand Rapids,,,,{},False
GB,,GBHOX,Hooton,,,,{},False
IE,,IESXL,Sligo Apt,,,,{},False
SA,,SAZUL,Zilfi,,,,{},False
US,,USPOC,La Verne,,,,{},False
DE,,DENIN,Nierstein,,,,{},False
US,,USMJX,Toms River,,,,{},False
NO,,NOAAN,Årdal,,,,{},False
KZ,,KZBXJ,Burundai,,,,{},False
DE,,DESLM,Schwelm,,,,{},False
ID,,IDUOL,Buol,,,,{},False
PK,,PKKBU,Keti Bunder,,,,{},False
TO,,TOVAV,Vava'U,,,,{},False
NL,,NLHVO,Helvoirt,,,,{},False
BS,,BSCRI,Crooked Island,,,,{},False
US,,USBDL,Windsor Locks-Hartford Apt,,,,{},False
JP,,JPHHE,Hachinohe,,,,{},False
GB,,GBKNT,Kenton,,,,{},False
JP,,JPIGR,Imagire,,,,{},False
US,,USPMU,Paimiut,,,,{},False
AT,,ATJUN,Jungholz,,,,{},False
US,,USESO,Espanola,,,,{},False
ST,,STNEV,Neves,,,,{},False
AU,,AUMHC,Macmahon Camp 4,,,,{},False
AU,,AUULV,Ulverstone,,,,{},False
GB,,GBHAH,Haywards Heath,,,,{},False
PH,,PHPPS,"Puerto Princesa, Palawan",,,,{},False
PK,,PKJAG,Jacobabad,,,,{},False
NO,,NOAAF,Åfjord,,,,{},False
BR,,BRIDO,Iracema Do Oeste,,,,{},False
US,,USNOL,Nakolik River,,,,{},False
CA,,CANAF,North Arm Fraser,,,,{},False
JP,,JPSGR,Sagara,,,,{},False
DE,,DEMUL,Mühlacker,,,,{},False
JP,,JPMSR,Mishiro,,,,{},False
GB,,GBEAT,Eastleigh,,,,{},False
MK,,MKBLT,Blato,,,,{},False
CN,,CNTXN,Huangshan Tunxi International Apt,,,,{},False
JP,,JPSJA,"Sai, Aomori",,,,{},False
IN,,INFBD,Faridabad,,,,{},False
VN,,VNXNG,Quang Ngai,,,,{},False
ID,,IDTIM,Tembagapura,,,,{},False
GB,,GBHWW,Hawkwell,,,,{},False
NL,,NLZLK,Zalk,,,,{},False
NL,,NLSHH,Schoonhoven,,,,{},False
CK,,CKAIU,Atiu,,,,{},False
GB,,GBKIH,Kirkham,,,,{},False
US,,USUIZ,Utica,,,,{},False
GB,,GBESW,East Wellow,,,,{},False
JP,,JPYNM,Yunomochiki,,,,{},False
IN,,INKUU,Kulu,,,,{},False
GB,,GBLWM,Low Moor,,,,{},False
GB,,GBFHM,Fareham,,,,{},False
NL,,NLWRT,Weert,,,,{},False
NL,,NLDZK,De Zilk,,,,{},False
GB,,GBBTC,Barton Stacey,,,,{},False
GB,,GBTVN,Tiverton,,,,{},False
GB,,GBSAW,Saffron Walden,,,,{},False
NZ,,NZMRO,Masterton,,,,{},False
JP,,JPKKR,Kouri,,,,{},False
CD,,CDFIH,Kinshasa,,,,{},False
AR,,AREQS,Esquel,,,,{},False
US,,USNPH,Nephi,,,,{},False
JP,,JPNKT,"Nakata, Hiroshima",,,,{},False
DE,,DEHMR,Hemer,,,,{},False
GB,,GBMIL,Milton,,,,{},False
US,,USADK,Adak Island/Adak Apt,,,,{},False
DE,,DEFRG,Freising,,,,{},False
CF,,CFBBY,Bambari,,,,{},False
KE,,KEWJR,Wajir,,,,{},False
JP,,JPHBA,Haibara,,,,{},False
NL,,NLDLR,De Lier,,,,{},False
CD,,CDMNO,Manono,,,,{},False
JP,,JPIHO,Ihota,,,,{},False
US,,USHAI,Three Rivers,,,,{},False
PK,,PKMDX,Mardan,,,,{},False
NA,,NAOHI,Oshakati,,,,{},False
US,,USMOU,Mountain Village,,,,{},False
JP,,JPTAD,Tadotsu,,,,{},False
JP,,JPYMD,"Yamada, Okayama",,,,{},False
SE,,SEBIL,Billingsfors,,,,{},False
GB,,GBHOR,Horndean,,,,{},False
LY,,LYGHT,Ghat,,,,{},False
GT,,GTGUA,Guatemala City,,,,{},False
JP,,JPOBM,"Obama, Fukui",,,,{},False
JP,,JPMYA,Muya,,,,{},False
PK,,PKSKP,Sheikhupura,,,,{},False
CA,,CABRT,Broughton Is,,,,{},False
ID,,IDMLG,Malang,,,,{},False
KZ,,KZCIT,Shimkent,,,,{},False
CA,,CAQUE,Quebec,,,,{},False
US,,USMOP,Mount Pleasant,,,,{},False
CA,,CAYVB,Bonaventure,,,,{},False
US,,USAPG,Aberdeen,,,,{},False
JP,,JPKSA,Kasaoka,,,,{},False
US,,USSDY,Sidney,,,,{},False
US,,USCID,Cedar Rapids,,,,{},False
GB,,GBTHP,Thamesport,,,,{},False
JP,,JPSEK,Sekinehama,,,,{},False
CN,,CNGYN,Nanan,,,,{},False
DE,,DEMNZ,Monzingen,,,,{},False
BY,,BYMVQ,Mogilev,,,,{},False
US,,USBRL,Burlington,,,,{},False
US,,USTKL,Taku Lodge,,,,{},False
