country_code_iso2,region,locode,port_name,latitude,longitude,facade,fao_areas,is_active
BR,,BRTIC,Taiaçu,-21.1333333333333,-48.5,,{},False
BR,,BRIQR,Itaquiraí,-23.4833333333333,-54.1833333333333,,{},False
BR,,BRPMC,Presidente Médici,-11.1666666666667,-61.9,,{},False
BR,,BRHNS,Honório Serpa,-26.1333333333333,-52.3666666666667,,{},False
BR,,BRPNS,Pederneiras,-22.35,-48.7666666666667,,{},False
BR,,BRBOV,Bocaiúva,-17.1,-43.8,,{},False
BR,,BRRDN,Riachão Das Neves,-11.7333333333333,-44.9,,{},False
BR,,BRNNS,Nantes,-22.6166666666667,-51.2333333333333,,{},False
BR,,BRPRX,Paranã,-12.6166666666667,-47.8833333333333,,{},False
BR,,BRKTA,Cantá,2.6,-60.6,,{},False
BR,,BRLEC,Alecrim,-27.65,-54.7666666666667,,{},False
DE,,DELG2,Langenmosen,48.6,11.2166666666667,,{},False
US,,USSXY,Sidney,42.3,-75.41666667,,{},False
BR,,BRRUZ,Cruzmaltina,-23.9833333333333,-51.4333333333333,,{},False
CM,,CMGOU,Garoua,9.3,13.4,,{},False
BR,,BRTNN,Tanque Novo,-13.5333333333333,-42.4833333333333,,{},False
BR,,BRCPT,Capetinga,-20.6166666666667,-47.05,,{},False
BR,,BRAWL,Aurilândia,-16.6666666666667,-50.45,,{},False
US,,USAH2,Ahsahka,46.5,-116.3166667,,{},False
BR,,BRRII,Rianápolis,-15.4333333333333,-49.5,,{},False
AR,,ARCAZ,Cruz Alta,-33.0,-61.8,,{},False
AR,,ARLGS,Malargüe,-35.46666667,-69.58333333,,{},False
US,,USO2K,Okoboji,43.38333333,-95.13333333,,{},False
BR,,BRENA,Envira,-7.43333333333333,-70.0166666666667,,{},False
BR,,BRDRI,Pedrinópolis,-19.2166666666667,-47.45,,{},False
BR,,BRSNV,Sítio Novo,-5.86666666666667,-46.6833333333333,,{},False
CO,,COMDE,Medellín,6.283333333,-75.53333333,,{},False
RO,,ROGRB,Gorban,46.8666666666667,28.0666666666667,,{},False
BR,,BRPAI,Paiçandu,-23.45,-52.03333333,,{},False
US,,USGCY,Greenville,36.28333333,-86.88333333,,{},False
BR,,BRSNY,Santa Inês,-22.6333333333333,-51.9,,{},False
PL,,PLZNK,Zerniki,51.11666667,16.91666667,,{},False
BR,,BROVD,Ouro Verde,-21.4833333333333,-51.6833333333333,,{},False
BR,,BRMNS,Mineiros,-17.55,-52.55,,{},False
BR,,BRNMX,Panamá,-18.1666666666667,-49.35,,{},False
EE,,EEURM,Urmase,57.85333333,26.88333333,,{},False
PY,,PYCNP,Concepción,-23.4,-57.43333333,,{},False
BR,,BRINA,Indiana,-22.1666666666667,-51.25,,{},False
EE,,EESOK,Soka,58.06055556,26.04888889,,{},False
BR,,BRPFA,Paulo De Faria,-20.0166666666667,-49.3833333333333,,{},False
BR,,BRSYP,Santo Inácio Do Piauí,-7.41666666666667,-41.9166666666667,,{},False
BR,,BRCWH,Cunha Porã,-26.8833333333333,-53.1666666666667,,{},False
BR,,BRMRP,Morpará,-11.55,-43.2666666666667,,{},False
BO,,BOTDD,Trinidad,-14.83333333,-64.9,,{},False
BR,,BRGGU,São Gonçalo Do Gurguéia,-10.0166666666667,-45.3,,{},False
BR,,BRDCA,Dionísio Cerqueira,-26.25,-53.6166666666667,,{},False
BR,,BRCTU,Crateús,-5.16666666666667,-40.6666666666667,,{},False
BR,,BRPOJ,Porteirão,-17.8,-50.15,,{},False
BR,,BRBBW,Barra Bonita,-26.65,-53.4333333333333,,{},False
BR,,BRSQO,São Miguel Do Passa Quatro,-17.05,-48.65,,{},False
CF,,CFBEM,Bossembélé,5.266666667,17.65,,{},False
BR,,BRTNA,Tanabi,-20.6166666666667,-49.6333333333333,,{},False
BR,,BRAGD,Agudos,-22.4666666666667,-48.9833333333333,,{},False
BR,,BRNDC,Nossa Senhora Das Graças,-22.9,-51.7833333333333,,{},False
DE,,DESBR,Staufen Im Breisgau,47.88333333,7.733333333,,{},False
BR,,BRBOX,Borá,-22.2666666666667,-50.5333333333333,,{},False
BR,,BREOO,Mesópolis,-19.9666666666667,-50.6166666666667,,{},False
BR,,BRBEB,Bebedouro,-20.95,-48.4833333333333,,{},False
BO,,BOBJO,Bermejo,-22.65,-64.36666667,,{},False
EE,,EESBA,Saba,58.35138889,25.96472222,,{},False
BR,,BRBZP,São Braz Do Piauí,-9.05,-42.9833333333333,,{},False
BR,,BRNIC,Santa Mônica,-23.1,-53.1,,{},False
BR,,BRAUK,Aurora Do Tocantins,-12.7,-46.4,,{},False
US,,USRO5,Roca,40.65,-96.65,,{},False
BR,,BRIDV,Indiavaí,-15.4833333333333,-58.5666666666667,,{},False
US,,USSTL,Saint Louis,38.61666667,-90.18333333,,{},False
EE,,EERGL,Raigla,58.12805556,45.75027778,,{},False
BR,,BRLZS,Luzinópolis,-6.18333333333333,-47.85,,{},False
BR,,BRIUM,Itaú De Minas,-20.7333333333333,-46.75,,{},False
US,,USMPS,Mount Pleasant,33.16666667,-94.96666667,,{},False
BR,,BRCJS,Cerejeiras,-13.1833333333333,-60.8166666666667,,{},False
BR,,BRPWN,Palminópolis,-16.7833333333333,-50.15,,{},False
BR,,BRIGU,Foz Do Iguaçu,-25.55,-54.58333333,,{},False
EE,,EEVMP,Vooremäe Puhkeala,58.09638889,26.07055556,,{},False
BR,,BRGAT,Guarantã,-21.8833333333333,-49.5833333333333,,{},False
BR,,BRLAD,Licínio De Almeida,-14.6666666666667,-42.5,,{},False
BR,,BRJBS,Júlio Borges,-10.3166666666667,-44.2333333333333,,{},False
BR,,BRTAU,Tauá,-6.0,-40.2833333333333,,{},False
BR,,BRBTN,Britânia,-15.2333333333333,-51.1666666666667,,{},False
IT,,ITSL7,Sondalo,46.33333333,10.31666667,,{},False
BR,,BRKLA,Cristalândia,-10.5833333333333,-49.1833333333333,,{},False
BR,,BRTQA,Taquaritinga,-21.4,-48.5,,{},False
CD,,CDMSM,Masi-Manimba,-4.766666667,17.91666667,,{},False
EE,,EEMEH,Mehikoorma L,58.2375,27.47527778,,{},False
EE,,EEMLT,Maltsa,58.185,26.03444444,,{},False
BR,,BRYGA,Iacanga,-21.8833333333333,-49.0166666666667,,{},False
DE,,DETNN,Tengen,47.81666667,8.666666667,,{},False
US,,USID7,Arimo,42.55,-112.1666667,,{},False
BR,,BRGAA,Guaranésia,-21.3,-46.7833333333333,,{},False
BR,,BRMVE,Mato Verde,-15.3833333333333,-42.85,,{},False
BR,,BRASD,Aroeiras Do Itaim,-7.26666666666667,-41.55,,{},False
DE,,DEDRE,Dreieich,50.0,8.7,,{},False
CA,,CANAN,Nanticoke,42.8,-80.06666667,,{},False
CM,,CMMGA,Meiganga,6.51666666666667,14.3,,{},False
BR,,BRAAL,Alto Alegre,2.98333333333333,-61.3,,{},False
BR,,BRKPA,Cristais Paulista,-20.4,-47.4166666666667,,{},False
EE,,EESAV,"Sääre, Vaibla K",58.40611111,26.02222222,,{},False
BR,,BRJDA,Jandaia,-17.0333333333333,-50.1333333333333,,{},False
BR,,BRSXU,São José Do Xingu,-10.8,-52.7333333333333,,{},False
BR,,BRNDU,Arandu,-23.1333333333333,-49.05,,{},False
BR,,BRSGV,São Jorge Do Ivaí,-23.4333333333333,-52.2833333333333,,{},False
US,,USOR4,Oak Ridge,36.16666667,-79.96666667,,{},False
BR,,BRCGX,Cantagalo,-25.3666666666667,-52.1166666666667,,{},False
BR,,BRSUY,Santana Do Piauí,-6.93333333333333,-41.5166666666667,,{},False
EE,,EERHN,Rahinge,58.37638889,26.60805556,,{},False
DE,,DEHBH,Hösbach,50.0,9.183333333,,{},False
AM,,AMEVN,Yerevan,40.18333333,44.51666667,,{},False
BR,,BRAPY,Alto Parnaíba,-9.1,-45.95,,{},False
BR,,BREGR,Alegria,-27.8333333333333,-54.05,,{},False
AR,,ARCUT,Cutral-Có,-38.93333333,-69.23333333,,{},False
DE,,DESXF,Berlin-Schönefeld Apt,52.38333333,13.51666667,,{},False
US,,USFBL,Faribault,44.28333333,-93.26666667,,{},False
BR,,BRCPX,Capixaba,-10.5666666666667,-67.6666666666667,,{},False
US,,USB34,Bartlettsville,38.96666667,-86.43333333,,{},False
BR,,BRDOI,Doresópolis,-20.2833333333333,-45.9,,{},False
DE,,DERNU,Reichenau,47.68333333,9.066666667,,{},False
US,,USS6O,Polar,45.16666667,-88.98333333,,{},False
BR,,BRSIV,Silves,-2.83333333333333,-58.2,,{},False
ZA,,ZARDW,Rust De Winter,-25.2,28.6,,{},False
BR,,BRTRV,Turvo,-25.0333333333333,-51.5166666666667,,{},False
EG,,EGDAK,Dakhlah,25.4,29.0,,{},False
BR,,BRJWP,São João Do Pacuí,-16.5333333333333,-44.5166666666667,,{},False
AT,,ATKLU,Klagenfurt,46.61666667,14.3,,{},False
BR,,BRBUC,Bom Sucesso,-23.7,-51.75,,{},False
BR,,BRARU,Araçatuba,-21.2,-50.41666667,,{},False
RO,,RODOB,Dobresti,46.85,22.2666666666667,,{},False
BR,,BRKTC,Cristino Castro,-8.81666666666667,-44.2166666666667,,{},False
BF,,BFBOY,Bobo-Dioulasso,11.2,-4.3,,{},False
BR,,BRBQA,Bodoquena,-20.55,-56.6666666666667,,{},False
BR,,BRALP,Alpinópolis,-20.85,-46.3833333333333,,{},False
BR,,BRASG,Astorga,-23.2333333333333,-51.6666666666667,,{},False
BR,,BRPBT,Pereira Barreto,-20.6333333333333,-51.1,,{},False
EE,,EEVNG,Võngi,58.38138889,26.96944444,,{},False
BR,,BRPTX,Paranatinga,-14.4166666666667,-54.05,,{},False
CO,,COEBJ,Ebejico,6.333333333,-75.76666667,,{},False
BR,,BRRDI,Reserva Do Iguaçu,-25.8166666666667,-52.0166666666667,,{},False
BR,,BRMCN,Marechal Cândido Rondon,-24.56666667,-54.06666667,,{},False
US,,USK2S,Salem,37.25,-88.23333333,,{},False
US,,USUOX,Oxford,34.35,-89.51666667,,{},False
UA,,UATKK,Shostka,51.85,33.48333333,,{},False
BR,,BRBMC,Barão De Melgaço,-16.1833333333333,-55.9666666666667,,{},False
PK,,PKMPR,Mirpur/Ajk,33.13333333,73.75,,{},False
DE,,DEOFF,Offenbach,50.1,8.766666667,,{},False
DE,,DEEHS,Eisenhüttenstadt,52.15,14.65,,{},False
DE,,DEEND,Endingen,48.13333333,7.7,,{},False
US,,US6DB,Deerbrook,45.23333333,-89.15,,{},False
CZ,,CZDVK,Dvur Králové Nad Labem,50.43333333,15.81666667,,{},False
US,,USNA4,Ionia,42.86666667,-85.06666667,,{},False
IN,,INIXJ,Jammu,32.7,74.85,,{},False
BR,,BRSQN,São Roque De Minas,-20.25,-46.3666666666667,,{},False
US,,USFR5,Fortuna,38.56666667,-92.78333333,,{},False
US,,USA4R,Argusville,47.05,-96.93333333,,{},False
BR,,BRBJS,Bom Jesus De Goiás,-18.2,-49.7333333333333,,{},False
DE,,DEGGI,Güglingen,49.06666667,8.983333333,,{},False
BR,,BRSFB,São Francisco Do Brejão,-5.11666666666667,-47.3833333333333,,{},False
BR,,BRKZH,Caldazinha,-16.7,-49.0,,{},False
BR,,BRAUO,Araújos,-19.9333333333333,-45.1666666666667,,{},False
BR,,BRVDO,Viradouro,-20.8666666666667,-48.2833333333333,,{},False
DE,,DEHEI,Heidelberg,49.41666667,8.7,,{},False
BR,,BRYPO,Iporã,-24.0,-53.7166666666667,,{},False
BR,,BRJEL,Jesúpolis,-15.95,-49.3666666666667,,{},False
BR,,BRNSI,Novo Santo Antônio,-12.2833333333333,-50.9666666666667,,{},False
US,,US2PC,Platte City,39.36666667,-94.76666667,,{},False
US,,US8LL,New Berlin,39.71666667,-89.9,,{},False
RO,,ROSTM,Stamora Germana,45.28333333,21.25,,{},False
BR,,BRMPI,Miguelópolis,-20.1666666666667,-48.0166666666667,,{},False
BR,,BRYPS,Ipueiras,-11.2333333333333,-48.45,,{},False
BR,,BRCWE,Curvelândia,-15.6,-57.9166666666667,,{},False
BR,,BRPYT,Piatã,-13.15,-41.7666666666667,,{},False
BR,,BRJOW,São João Do Oeste,-27.0833333333333,-53.5833333333333,,{},False
EE,,EEJEP,Jõe Paadisadam,58.36666667,26.73333333,,{},False
BR,,BRLGP,Lagoa Dos Patos,-16.9666666666667,-44.5666666666667,,{},False
BR,,BRIDP,Independência,-27.8333333333333,-54.1833333333333,,{},False
DE,,DEGRF,Gräfelfing,48.11666667,11.43333333,,{},False
US,,USGMJ,Gorman,37.78333333,-118.85,,{},False
BR,,BRJER,Jeriquara,-20.3,-47.5833333333333,,{},False
KZ,,KZAAU,Aktau,43.65,51.15,,{},False
DE,,DEHSI,Heidesheim,50.0,8.133333333,,{},False
BR,,BRMBE,Mamborê,-24.3166666666667,-52.5166666666667,,{},False
BR,,BRGOA,Goianira,-16.5,-49.4166666666667,,{},False
BR,,BRCFI,Cafelândia,-24.6,-53.3166666666667,,{},False
NG,,NGRAN,Rann,12.2833333333333,14.4666666666667,,{},False
BR,,BRUAY,Ubaí,-16.2833333333333,-44.7833333333333,,{},False
BR,,BRFNL,Feliz Natal,-12.3666666666667,-54.9333333333333,,{},False
DE,,DELOR,Lohr,49.98333333,9.583333333,,{},False
BR,,BRSMB,São Luís De Montes Belos,-16.5166666666667,-50.3666666666667,,{},False
EE,,EEKLI,Kalli,58.3775,27.24777778,,{},False
BR,,BRURN,Uruana,-15.5,-49.6666666666667,,{},False
BR,,BRCDS,Chapadão Do Sul,-18.7833333333333,-52.6166666666667,,{},False
BR,,BRIJB,Itajobi,-21.3,-49.05,,{},False
CZ,,CZHVB,Havlíckuv Brod,49.61666667,15.58333333,,{},False
BR,,BRNMI,Nova Olímpia,-23.4666666666667,-53.0833333333333,,{},False
BR,,BRGOS,Goiatins,-7.7,-47.3,,{},False
BR,,BRMTT,Monte Alto,-21.25,-48.4833333333333,,{},False
BR,,BRFUS,Figueirópolis,-12.1333333333333,-49.1666666666667,,{},False
EE,,EELNS,Lääniste,58.25972222,27.12861111,,{},False
BR,,BRALV,Alvorada,-12.46666667,-49.66666667,,{},False
BR,,BRJTR,Joaquim Távora,-23.5,-49.9166666666667,,{},False
BR,,BRTTK,Santa Terezinha Do Tocantins,-6.43333333333333,-47.6833333333333,,{},False
CG,,CGKEE,Kéllé,-0.066666667,14.5,,{},False
BR,,BRCNO,Cianorte,-23.65,-52.6,,{},False
BR,,BRJOR,Japorã,-23.8833333333333,-54.4,,{},False
SK,,SKSLP,Selpice,48.43333333,17.51666667,,{},False
CN,,CNHRS,Horgos,44.05,80.83333333,,{},False
US,,USONA,Winona,44.05,-91.63333333,,{},False
BR,,BRSMA,Sena Madureira,-9.06666666666667,-68.65,,{},False
AR,,ARCOR,Córdoba,-31.4,-64.18333333,,{},False
CA,,CASCA,Saint-Catharines,43.16666667,-79.23333333,,{},False
BR,,BRNOS,Nerópolis,-16.4,-49.2166666666667,,{},False
BR,,BRTDI,Tuparendi,-27.75,-54.46666667,,{},False
BR,,BRUDI,Uberlândia,-18.91666667,-48.3,,{},False
DE,,DENKN,Neunkirchen,49.35,7.183333333,,{},False
BR,,BRAAX,Araxá,-19.58333333,-46.91666667,,{},False
BR,,BRGAI,Guaraci,-20.4833333333333,-48.9333333333333,,{},False
BR,,BRUII,Uibaí,-11.3333333333333,-42.1333333333333,,{},False
EE,,EEBER,Beresje,58.09055556,27.58222222,,{},False
BR,,BRUZG,Santa Cruz De Goiás,-17.3166666666667,-48.4666666666667,,{},False
DE,,DEBOD,Boppard,50.23333333,7.6,,{},False
CO,,CORIO,San Juan De Rioseco,4.85,-74.61666667,,{},False
BR,,BRLNO,Lajeado Novo,-6.18333333333333,-47.0166666666667,,{},False
BR,,BRSQP,Siqueira Campos,-23.6833333333333,-49.8166666666667,,{},False
BR,,BRRDT,Santa Rosa Do Tocantins,-11.45,-48.1166666666667,,{},False
BR,,BRATT,Axixá Do Tocantins,-5.61666666666667,-47.7666666666667,,{},False
GA,,GAMVX,Minvoul,2.15,12.11666667,,{},False
BR,,BRMPU,Monte Alegre Do Piauí,-9.75,-45.2833333333333,,{},False
VE,,VECAJ,Canaima,5.5,-62.0,,{},False
BR,,BRECR,Érico Cardoso,-13.4166666666667,-42.1333333333333,,{},False
BR,,BRICA,Iaciara,-14.1,-46.6166666666667,,{},False
BR,,BRTIR,Tiros,-19.0,-45.95,,{},False
BR,,BRIPD,Itaipulândia,-25.13333333,-54.3,,{},False
BR,,BRAAV,Ariranha Do Ivaí,-24.3666666666667,-51.5833333333333,,{},False
BR,,BRPNK,Ponte Branca,-16.7666666666667,-52.8333333333333,,{},False
BR,,BRAII,Abadiânia,-16.1666666666667,-48.7166666666667,,{},False
BR,,BRSRV,Santa Rosa De Viterbo,-21.4833333333333,-47.3666666666667,,{},False
BR,,BRIRN,Itapiranga,-27.1666666666667,-53.7,,{},False
US,,USWV6,Waverly,38.38333333,-95.6,,{},False
BR,,BRLZI,Luiziânia,-21.6666666666667,-50.3166666666667,,{},False
BR,,BRCFL,Cafelândia,-21.8,-49.6,,{},False
US,,USFSM,Fort Smith,35.38333333,-94.38333333,,{},False
US,,US2LV,Lynnville,35.36666667,-87.0,,{},False
BR,,BRLDR,Ladário,-19.0,-57.6,,{},False
BR,,BRTHS,Tigrinhos,-26.6833333333333,-53.15,,{},False
BO,,BOCEP,Concepción,-16.13333333,-62.03333333,,{},False
MA,,MATAL,Talsint,32.53333333,-3.45,,{},False
DE,,DEL2H,Lohrheim,50.3166666666667,8.03333333333333,,{},False
BR,,BRSVJ,São João Da Varjota,-6.91666666666667,-41.85,,{},False
FR,01,FROYO,Oyonnax,46.257773,5.655335,,{},False
FR,01,FR2LZ,Laiz,46.248169,4.890092,,{},False
FR,01,FRBEL,Bellegarde-Sur-Valserine,46.107599,5.826179,,{},False
FR,01,FRGEX,Gex,46.3341909,6.058036,,{},False
FR,01,FRV9E,Valserhône,46.1113817,5.8262043,,{},False
FR,02,FR4LC,La Capelle,49.973507,3.916777,,{},False
FR,02,FRSTQ,Saint-Quentin,49.847066,3.2874,,{},False
FR,02,FR2VA,Vaux-Andigny,50.023807,3.51418,,{},False
FR,02,FRCHY,Chauny,49.615576,3.219421,,{},False
FR,02,FRLAO,Laon,49.564133,3.61989,,{},False
FR,02,FRSOI,Soissons,49.376636,3.32342,,{},False
FR,02,FRTER,Tergnier,49.656252,3.291635,,{},False
FR,03,FRMOU,Moulins,46.568059,3.334417,,{},False
FR,03,FRGAN,Gannat,46.100167,3.199103,,{},False
FR,03,FRMCU,Montluçon,46.3415466,2.6019912,,{},False
FR,03,FRVHY,Vichy,46.131859,3.425488,,{},False
FR,08,FRVIO,La Viotte,49.750322,4.3025019,,{},False
FR,08,FRCHM,Charleville-Mézières,49.762085,4.726096,,{},False
FR,08,FRLCH,La Chapelle,49.742751,5.016599,,{},False
FR,08,FRLUM,Lumes,49.735251,4.7841509,,{},False
FR,10,FRRSS,Romilly-Sur-Seine,48.517732,3.726275,,{},False
FR,10,FRAXP,Aix-Villemaur-Palis,48.2690915,3.7162818,,{},False
FR,10,FRT7M,Fontaine-Mâcon,48.464917,3.508743,,{},False
FR,10,FRQYR,Troyes,48.2973451,4.0744009,,{},False
FR,16,FRCNG,Cognac,45.691046,-0.328744,,{},False
FR,18,FRBOU,Bourges,47.081012,2.398782,,{},False
FR,18,FRSRR,Sancerre,47.329583,2.839867,,{},False
FR,18,FRSW6,Sainte-Gemme-En-Sancerrois,47.3946125,2.8161794,,{},False
FR,21,FRT7N,Trugny,46.981245,5.1450189,,{},False
FR,21,FRDIJ,Dijon,47.322047,5.04148,,{},False
FR,21,FRPTN,Dijon-Porte Neuve,47.3228038,5.0549193,,{},False
FR,21,FRBEA,Beaune,47.02603,4.840004,,{},False
FR,21,FROUR,Bourgogne,47.0232157,5.0922632,,{},False
FR,21,FRLLA,Les Laumes,47.542492,4.448031,,{},False
FR,23,FRGUE,Guéret,46.169599,1.871452,,{},False
FR,23,FR999,France - Unknown,46.227638,2.213749,,{},False
FR,23,FRPS6,La Passerelle,46.227638,2.213749,,{},False
FR,23,FR,Fort-De-France = Mq Fdf,46.227638,2.213749,,{},False
FR,23,FRMM4,Meyran,46.227638,2.213749,,{},False
FR,25,FRMOR,Morteau,47.05698,6.604106,,{},False
FR,25,FRMTD,Montbéliard,47.510356,6.798466,,{},False
FR,25,FRPON,Pontarlier,46.9041039,6.354242,,{},False
FR,25,FRBSN,Besançon,47.237829,6.0240539,,{},False
FR,27,FRSAE,Saint-André-De-L'Eure,48.906396,1.273029,,{},False
FR,27,FRGAI,Gaillon,49.160734,1.33341,,{},False
FR,28,FRDRE,Dreux,48.736134,1.370889,,{},False
FR,28,FRCHA,Chartres,48.443854,1.489012,,{},False
FR,36,FRCHR,Châteauroux,46.811434,1.686779,,{},True
FR,36,FR5RA,"Saint-Maur, Indre",46.8053285,1.6378422,,{},False
FR,37,FRTUF,Tours,47.394144,0.68484,,{},False
FR,37,FRZYH,Charnizay,46.9133769,0.985831,,{},False
FR,39,FRSTR,Saint-Amour,46.4363219,5.345254,,{},False
FR,39,FRSTC,Saint-Claude,46.387405,5.8677659,,{},False
FR,39,FRDLE,Dole,47.09534,5.49081,,{},False
FR,39,FRPRY,Perrigny,46.668307,5.584129,,{},False
FR,39,FRLLS,Lons-Le-Saunier,46.671361,5.550796,,{},False
FR,41,FRBLO,Blois,47.5860921,1.3359475,,{},False
FR,45,FRMAL,Malesherbes,48.295417,2.414853,,{},False
FR,45,FRORR,Orléans,47.902964,1.909251,,{},False
FR,45,FRMOS,Montargis,47.99729,2.736291,,{},False
FR,45,FRR45,Rebréchien,47.989648,2.044212,,{},False
FR,49,FR4ML,Sceaux-D'Anjou,47.621011,-0.60675,,{},False
FR,49,FRSLA,Gare Saint-Laud/Angers,47.4645927,-0.5562092,,{},False
FR,49,FRSAU,Saumur,47.260135,-0.080893,,{},False
FR,49,FRANE,Angers,47.4711616,-0.5518257,,{},False
FR,51,FRGN5,Saint-Gibrien,48.973616,4.295898,,{},False
FR,51,FRRHE,Reims,49.258329,4.031696,,{},False
FR,51,FRCSM,Châlons-En-Champagne,48.956682,4.363073,,{},False
FR,51,FRLVV,La Veuve,49.0290279,4.318065,,{},False
FR,51,FR5BY,Beaunay,48.8859319,3.875469,,{},False
FR,51,FREC5,Saint-Euphraise-Et-Clairizet,49.212829,3.887553,,{},False
FR,52,FRFY3,Fayl-Billot,47.7813469,5.601736,,{},False
FR,52,FRLAN,Langres,47.86683,5.334297,,{},False
FR,52,FRCMT,Chaumont,48.113748,5.1392559,,{},False
FR,53,FRLVA,Laval,48.0785146,-0.7669906,,{},False
FR,54,FRS54,Saint-Julien-Lès-Gorze,49.017985,5.902769,,{},False
FR,54,FRMSM,"Mont-Saint-Martin, Meuthe-et-Moselle",49.546625,5.78719,,{},False
FR,54,FRCEJ,Conflans-En-Jarnisy,49.165504,5.850339,,{},False
FR,54,FRLOY,Longwy,49.519919,5.761773,,{},False
FR,54,FRVAR,Varangéville,48.6347809,6.313135,,{},False
FR,54,FRTOU,Toul,48.678296,5.890159,,{},False
FR,54,FRBLA,Blainville-Sur-L'Eau,48.555828,6.405988,,{},False
FR,54,FRENC,Nancy,48.692054,6.184417,,{},False
FR,54,FRCHS,Champigneulles,48.733402,6.164175,,{},False
FR,54,FRBAT,Batilly,49.17102,5.969358,,{},False
FR,54,FRPAM,Pont-À-Mousson,48.90329,6.054868,,{},False
FR,55,FRBLD,Bar-Le-Duc,48.773605,5.158238,,{},False
FR,55,FRREV,Revigny-Sur-Ornain,48.828221,4.987392,,{},False
FR,55,FRHNE,Han-Sur-Meuse,48.865214,5.5384,,{},False
FR,55,FRVRD,Verdun,49.1598764,5.3844231,,{},False
FR,57,FRCRD,Creutzwald,49.204987,6.6962469,,{},False
FR,57,FRSAR,Sarreguemines,49.106031,7.070862,,{},False
FR,57,FRUCK,Uckange,49.305632,6.1487999,,{},False
FR,57,FRFOR,Forbach,49.186515,6.895295,,{},False
FR,57,FRL65,Lessy,49.120796,6.094564,,{},False
FR,57,FRWOI,Woippy,49.150918,6.150998,,{},False
FR,57,FRHAE,Hagondange,49.25418,6.168126,,{},False
FR,57,FRSTA,Saint-Avold,49.104408,6.705793,,{},False
FR,57,FRMZM,Metz,49.1193089,6.1757156,,{},False
FR,57,FRBEG,Béning-Lès-Saint-Avold,49.130706,6.844523,,{},False
FR,57,FRSRW,Sainte-Barbe,49.159618,6.304382,,{},False
FR,57,FRTVL,Thionville,49.357571,6.168426,,{},False
FR,57,FRSAB,Sablon (Metz),49.0961172,6.180377,,{},False
FR,58,FRNVS,Nevers,46.990896,3.162845,,{},False
FR,58,FRR7V,Raveau,47.185816,3.076542,,{},False
FR,59,FRDOI,Douai,50.367874,3.080602,,{},False
FR,59,FRLMA,La Madeleine,50.654836,3.073511,,{},False
FR,59,FRDLV,Délivrance/Lille,50.6403177,2.9916354,,{},False
FR,59,FRLLE,Lille,50.62925,3.057256,,{},False
FR,59,FR3FC,Flines-Lez-Raches,50.426894,3.182975,,{},False
FR,59,FRCDM,Champs-De-Mars/Lille,50.642314,3.0521914,,{},False
FR,59,FRVAL,Valenciennes,50.357113,3.518332,,{},False
FR,62,FRBEI,Berguette,50.607389,2.4689,,{},False
FR,59,FRMAU,Maubeuge,50.280228,3.9674,,{},False
FR,59,FRAUL,Aulnoye-Aymeries,50.201182,3.831173,,{},False
FR,60,FRBNL,Bonneuil-Les-Eaux,49.678584,2.232309,,{},False
FR,60,FRCMP,Compiègne,49.417816,2.826145,,{},False
FR,60,FRCEV,Crépy-En-Valois,49.2361549,2.890059,,{},False
FR,60,FRMOE,Montataire,49.257575,2.4350679,,{},False
FR,60,FRCRL,Creil,49.2576872,2.4783913,,{},False
FR,60,FRBVA,Beauvais,49.4295387,2.0807123,,{},False
FR,61,FRALE,Alençon,48.432856,0.091266,,{},False
FR,62,FRCOR,Corbehem,50.335626,3.0481029,,{},False
FR,62,FRBET,Béthune,50.531036,2.63926,,{},False
FR,62,FRLEN,Lens,50.42893,2.83183,,{},False
FR,62,FRARR,Arras,50.291002,2.777535,,{},False
FR,62,FR6SE,Sains-En-Gohelle,50.452309,2.683207,,{},False
FR,62,FR2TH,Thélus,50.354355,2.799941,,{},False
FR,62,FRHEB,Hénin-Beaumont,50.420087,2.94728,,{},False
FR,67,FRREI,Reichstett,48.648262,7.753515,,{},False
FR,67,FRLAU,Lauterbourg,48.974797,8.176773,,{},False
FR,67,FRHAG,Haguenau,48.813288,7.79125,,{},False
FR,67,FRCRO,Cronenbourg,48.599303,7.7112925,,{},False
FR,67,FR3VA,Val-De-Moder,48.844716,7.6108846,,{},False
FR,67,FRSAV,Saverne,48.741963,7.361647,,{},False
FR,67,FRIT2,Ittenheim,48.604828,7.595383,,{},False
FR,67,FRPDR,Port-Du-Rhin/Strasbourg,48.5311283,7.7888528,,{},False
FR,67,FRSXB,Strasbourg,48.5734053,7.7521113,,{},False
FR,67,FRSEL,Sélestat,48.259386,7.454241,,{},False
FR,67,FRMOL,Molsheim,48.543715,7.491512,,{},False
FR,67,FRHOE,Hœrdt,48.698625,7.783878,,{},False
FR,67,FRBIM,Bischheim,48.6140553,7.7521505,,{},False
FR,68,FRSTL,Saint-Louis,47.5859949,7.563934,,{},True
FR,68,FROTM,Ottmarsheim,47.78719,7.506512,,{},False
FR,68,FRHUN,Huningue,47.593723,7.581459,,{},False
FR,68,FRRIC,Richwiller,47.779024,7.285138,,{},False
FR,68,FRBAN,Bantzenheim,47.825925,7.516324,,{},False
FR,68,FRCMR,Colmar,48.0793589,7.358512,,{},False
FR,68,FRMLH,Mulhouse,47.750839,7.335888,,{},False
FR,68,FRMUN,Mulhouse Nord,47.750839,7.335888,,{},False
FR,68,FRTHA,Thann,47.810702,7.102382,,{},False
